fold_id,cv_tag,html_id,sent_id,text,tag
2,cv236,12427,13,"later that day , woo is given an opportunity to go out on a blind date with tim , a shy man with a penchant for neatness and order , who just happens to be a virgo .",neg
8,cv865,28796,28,"it's compulsive viewing in a tacky sort of way , leading to a ridiculous climax where modine seizes control of his destiny .",neg
5,cv537,13516,13,"hank azaria also turns up as a crazy cameraman named 'animal' , and he adds a little life to the picture .",neg
7,cv746,10471,37,and the magnificent score by toto and brian eno is one of the most underrated soundtracks of the last twenty years .,neg
9,cv999,14636,13,"there , they meet a hotshot club owner ( chazz palminteri , conspicuously uncredited--can you blame him ? ) , who takes an interest in an idea of theirs .",neg
1,cv140,7963,60,"poor , poor elle .",neg
1,cv107,25639,43,at this point i'm rapidly wondering why i'm bothering with this nonsense .,neg
5,cv585,23576,3,so what do we get ?,neg
1,cv156,11119,0,"senseless ( r ) marlon wayans is a very talented physical comedian , and it is that gift that brings senseless moments of life .",neg
2,cv277,20467,6,"he turns to burglary to survive , robs a loan back , kills the loan officer and runs with thousands .",neg
0,cv032,23718,48,it's as if the film has stopped and a video game has been inserted .,neg
9,cv922,10185,17,"in fact , the last 10 minutes of this 2 hour film are one of the best endings of 1997 .",neg
6,cv688,7884,37,more the fools we all .,neg
7,cv732,13092,11,"isolated as an individual text , the x-files can stand alone .",neg
3,cv331,8656,7,"event horizon is a mean-spirited , gory , sick excuse for a film .",neg
8,cv851,21895,0,"don't get me wrong -- i tend to appreciate besson's naive , unashamedly romantic worldview , an artsy european sensibility gone thoroughly hollywood .",neg
9,cv907,3193,4,"speechless is a limp , poorly structured would-be romantic comedy .",neg
1,cv146,19587,1,"nothing short of hiring a new cast , a more literate screenwriter , and a new director could have saved this tragically misguided adaptation of jackson's meritorious novel .",neg
0,cv063,28852,15,"yes , crystal tells us , hollywood is lying to our faces !",neg
7,cv799,19812,52,"and no , a movie does not need a big budget or cgi special effects to be scary or creepy .",neg
0,cv044,18429,9,she is to return to high school as a student and explain what's really going on .,neg
1,cv145,12239,13,"director mikael salomon has made sure that hard rain ends up turning everything topsy-turvy , and whilst the film may at first appear to be a definite goodies versus baddies ,  there are numerous twists in its plot that make this a slightly more enjoyable experience .",neg
0,cv023,13847,19,"events become more and more proposterous , and by the end , the film has decided to rely on the worst offender in mysteries like this : the deux ex machina .",neg
3,cv394,5311,11,"you'd just think the woman who began her career as a playboy playmate wouldn't have any reservations about appearing nude in the movie , because it's obvious she wasn't pulling a sharon stone and trying to make people pay attention to her acting skills .",neg
5,cv545,12848,0,"this movie about two dysfunctional families never really gets off the ground , despite some good performances from a basically competent cast .",neg
6,cv642,29788,1,"since june , i haven't been able to turn on the tv or go to the movies without getting hit by some ad depicting chris kattan as the spastic corky , shrieking out a-ha's "" take on me "" in his yellow miata .",neg
2,cv213,20300,2,"what a shame it is to see such a gifted actress as theron - oscar-worthy in "" the devil's advocate "" - struggle with the lamest rip-off of a screendom classic in recent memory .",neg
9,cv928,9478,1,"he's also the most consistent individual in hollywood today , since all his movies suck .",neg
4,cv448,16409,20,it's sort of like the musical era it covers .,neg
8,cv898,1576,11,"often , the villain saves the movie ; unfortunately , the villains here are cartoonish , stupid and unfunny , unmenacing .",neg
3,cv376,20883,30,is it a melodrama ?,neg
0,cv068,14810,8,does this sound like a movie you want to see ?,neg
4,cv492,19370,15,"after some of these scenes , one has to wonder how gross the next generation of films will have to go to get an audiences attention .",neg
6,cv676,22202,34,but the wretched dialogue goes along well with the wretched quality of everything else in this movie .,neg
8,cv815,23466,22,"they're taught how to pretend that they're listening by nodding and saying "" uh-huh , "" and how to compliment shoes .",neg
6,cv625,13518,20,"i know , but it looks too out of place on screen , too staged .",neg
5,cv517,20616,29,lack of dialogue makes him the ultimate caricature .,neg
3,cv356,26170,2,"nurse betty signals the unofficial end of that dreadful summer movie season and the commencement of a potentially brighter fall movie season , that battery-charging ( at least for critics who have to sit through every piece o' shit that moseys into multiplexes ) time of year when all those oscar contenders ( read : "" quality "" films ) compete for audiences .",neg
3,cv385,29621,4,"after a gang of jewel thieves , headed by sean bean's koster , kidnaps his daughter , nathan is forced to extract from his new patient , the catatonic and violent elisabeth burrows ( murphy ) , the location of some hidden bank job booty that her father hid from the koster gang a decade ago .",neg
4,cv490,18986,9,"things begin to get marginally engrossing when we meet colonel moore ( james woods ) , a former commanding officer of the deceased who has a few secrets up his sleeve .",neg
6,cv697,12106,11,"too often , however , a sleepy silence ensues among the viewers as they wait for the story to pickup again .",neg
6,cv626,7907,16,"in fairness , the film's second half ditches some of the cartoon hysterics and does develop a degree empathy for its characters .",neg
6,cv667,19672,8,"morritz , however , is the only one who knows the secret of the instrument and can understand and appreciate its creator's intention .",neg
9,cv958,13020,30,it's a hopeless quest .,neg
6,cv610,24153,39,ahhh . . . .,neg
0,cv098,17021,3,"everything seems to be going well , until the sister accidentally dies by falling down a set of stairs .",neg
2,cv293,29731,17,"when the musketeers finally get to holler "" all for one , and one for all , "" i could have sworn that was dumas rolling in his grave that i felt .",neg
3,cv376,20883,16,the moral of the story is that hope is the best medicine .,neg
0,cv009,29417,17,we all know that you can do much better than this gunk .,neg
2,cv252,24974,7,"each time i awoke in a sweat , terrified .",neg
4,cv441,15276,11,"the director , vincent ward , and the screenwriter ronald bass , have chosen to tell his life story in flashbacks while having the foreground story focus on his experience with the afterlife .",neg
4,cv402,16097,5,"whichever one you like , dear , he says .",neg
0,cv046,10613,7,"the community , protected by an overworked dam , is being evacuated as the rain continues to pour relentlessly from the cloud-choked skies .",neg
6,cv624,11601,37,there's more depth and sincerity in a single close-up of her expressive face than in the entire film .,neg
1,cv151,17231,0,"in "" twilight , "" a ex-alcoholic , ex-cop , ex-husband , ex-private-eye , harry ross ( paul newman ) , works for a pair of aging hollywood actors , catherine ( susan sarandon ) and jack ames ( gene hackman ) .",neg
6,cv696,29619,31,"this 83-minute vignette is something of a horror show , but breillat saves her nastiest poison for the very end .",neg
1,cv101,10537,18,will it be the large group near the cars or the helpless little girl and monica's two firefighting buddies ?,neg
8,cv836,14311,15,"sinise plays kevin dunne , a naval officer who is in charge of the security for the secretary of the navy , who has come to watch the fight .",neg
6,cv690,5425,8,"when powder is born in the opening minutes of the movie , the father takes one look at him and says "" he's not my son . """,neg
6,cv620,2556,6,comic book translations are notorious tricky-- anyone up for a double-bill of the punisher and captain america ? -- and the crow proves no exception .,neg
8,cv889,22670,10,most of the film takes place when he is in his 15th year in prison .,neg
8,cv883,27621,15,this thing stinks to high-heaven .,neg
4,cv428,12202,51,"look , i'm 19 years old .",neg
4,cv479,5450,26,"nothing these individuals say or do is funny ; you are supposed to be laughing simply because you notice , "" hey , it's donald trump ! """,neg
